system_config_id,core_config_id,bandwidth_variant_id,validator_count,node_degree,bandwidth,block_creation_interval,max_block_size
657,66,7,488,5,42.7,60818,6314311
658,66,8,488,5,61.0,60818,6314311
659,66,9,488,5,87.4,60818,6314311
660,66,10,488,5,125.0,60818,6314311
661,67,1,424,7,5.0,754181,7594924
662,67,2,424,7,7.1,754181,7594924
663,67,3,424,7,10.2,754181,7594924
664,67,4,424,7,14.6,754181,7594924
665,67,5,424,7,20.9,754181,7594924
666,67,6,424,7,29.9,754181,7594924
667,67,7,424,7,42.7,754181,7594924
668,67,8,424,7,61.0,754181,7594924
669,67,9,424,7,87.4,754181,7594924
670,67,10,424,7,125.0,754181,7594924
671,68,1,655,4,5.0,898154,1751566
672,68,2,655,4,7.1,898154,1751566
673,68,3,655,4,10.2,898154,1751566
674,68,4,655,4,14.6,898154,1751566
675,68,5,655,4,20.9,898154,1751566
676,68,6,655,4,29.9,898154,1751566
677,68,7,655,4,42.7,898154,1751566
678,68,8,655,4,61.0,898154,1751566
679,68,9,655,4,87.4,898154,1751566
680,68,10,655,4,125.0,898154,1751566
681,69,1,399,7,5.0,365033,6882073
682,69,2,399,7,7.1,365033,6882073
683,69,3,399,7,10.2,365033,6882073
684,69,4,399,7,14.6,365033,6882073
685,69,5,399,7,20.9,365033,6882073
686,69,6,399,7,29.9,365033,6882073
687,69,7,399,7,42.7,365033,6882073
688,69,8,399,7,61.0,365033,6882073
689,69,9,399,7,87.4,365033,6882073
690,69,10,399,7,125.0,365033,6882073
691,70,1,463,4,5.0,1083875,360924
692,70,2,463,4,7.1,1083875,360924
693,70,3,463,4,10.2,1083875,360924
694,70,4,463,4,14.6,1083875,360924
695,70,5,463,4,20.9,1083875,360924
696,70,6,463,4,29.9,1083875,360924
697,70,7,463,4,42.7,1083875,360924
698,70,8,463,4,61.0,1083875,360924
699,70,9,463,4,87.4,1083875,360924
700,70,10,463,4,125.0,1083875,360924
701,71,1,975,5,5.0,589887,4392660
702,71,2,975,5,7.1,589887,4392660
703,71,3,975,5,10.2,589887,4392660
704,71,4,975,5,14.6,589887,4392660
705,71,5,975,5,20.9,589887,4392660
706,71,6,975,5,29.9,589887,4392660
707,71,7,975,5,42.7,589887,4392660
708,71,8,975,5,61.0,589887,4392660
709,71,9,975,5,87.4,589887,4392660
710,71,10,975,5,125.0,589887,4392660
711,72,1,353,7,5.0,447493,1716934
712,72,2,353,7,7.1,447493,1716934
713,72,3,353,7,10.2,447493,1716934
714,72,4,353,7,14.6,447493,1716934
715,72,5,353,7,20.9,447493,1716934
716,72,6,353,7,29.9,447493,1716934
717,72,7,353,7,42.7,447493,1716934
718,72,8,353,7,61.0,447493,1716934
719,72,9,353,7,87.4,447493,1716934
720,72,10,353,7,125.0,447493,1716934
721,73,1,250,8,5.0,911140,5410068
722,73,2,250,8,7.1,911140,5410068
723,73,3,250,8,10.2,911140,5410068
724,73,4,250,8,14.6,911140,5410068
725,73,5,250,8,20.9,911140,5410068
726,73,6,250,8,29.9,911140,5410068
727,73,7,250,8,42.7,911140,5410068
728,73,8,250,8,61.0,911140,5410068
729,73,9,250,8,87.4,911140,5410068
730,73,10,250,8,125.0,911140,5410068
731,74,1,898,7,5.0,760639,4056088
732,74,2,898,7,7.1,760639,4056088
733,74,3,898,7,10.2,760639,4056088
734,74,4,898,7,14.6,760639,4056088
735,74,5,898,7,20.9,760639,4056088
736,74,6,898,7,29.9,760639,4056088
737,74,7,898,7,42.7,760639,4056088
738,74,8,898,7,61.0,760639,4056088
739,74,9,898,7,87.4,760639,4056088
740,74,10,898,7,125.0,760639,4056088
741,75,1,351,4,5.0,935689,642421
742,75,2,351,4,7.1,935689,642421
743,75,3,351,4,10.2,935689,642421
744,75,4,351,4,14.6,935689,642421
745,75,5,351,4,20.9,935689,642421
746,75,6,351,4,29.9,935689,642421
747,75,7,351,4,42.7,935689,642421
748,75,8,351,4,61.0,935689,642421
749,75,9,351,4,87.4,935689,642421
750,75,10,351,4,125.0,935689,642421
751,76,1,755,6,5.0,815771,5006363
752,76,2,755,6,7.1,815771,5006363
753,76,3,755,6,10.2,815771,5006363
754,76,4,755,6,14.6,815771,5006363
755,76,5,755,6,20.9,815771,5006363
756,76,6,755,6,29.9,815771,5006363
757,76,7,755,6,42.7,815771,5006363
758,76,8,755,6,61.0,815771,5006363
759,76,9,755,6,87.4,815771,5006363
760,76,10,755,6,125.0,815771,5006363
761,77,1,381,6,5.0,612977,1098150
762,77,2,381,6,7.1,612977,1098150
763,77,3,381,6,10.2,612977,1098150
764,77,4,381,6,14.6,612977,1098150
765,77,5,381,6,20.9,612977,1098150
766,77,6,381,6,29.9,612977,1098150
767,77,7,381,6,42.7,612977,1098150
768,77,8,381,6,61.0,612977,1098150
769,77,9,381,6,87.4,612977,1098150
770,77,10,381,6,125.0,612977,1098150
771,78,1,285,7,5.0,479437,1362798
772,78,2,285,7,7.1,479437,1362798
773,78,3,285,7,10.2,479437,1362798
774,78,4,285,7,14.6,479437,1362798
775,78,5,285,7,20.9,479437,1362798
776,78,6,285,7,29.9,479437,1362798
777,78,7,285,7,42.7,479437,1362798
778,78,8,285,7,61.0,479437,1362798
779,78,9,285,7,87.4,479437,1362798
780,78,10,285,7,125.0,479437,1362798
781,79,1,594,4,5.0,240540,7147011
782,79,2,594,4,7.1,240540,7147011
783,79,3,594,4,10.2,240540,7147011
784,79,4,594,4,14.6,240540,7147011
785,79,5,594,4,20.9,240540,7147011
786,79,6,594,4,29.9,240540,7147011
787,79,7,594,4,42.7,240540,7147011
788,79,8,594,4,61.0,240540,7147011
789,79,9,594,4,87.4,240540,7147011
790,79,10,594,4,125.0,240540,7147011
791,80,1,528,8,5.0,748694,1322580
792,80,2,528,8,7.1,748694,1322580
793,80,3,528,8,10.2,748694,1322580
794,80,4,528,8,14.6,748694,1322580
795,80,5,528,8,20.9,748694,1322580
796,80,6,528,8,29.9,748694,1322580
797,80,7,528,8,42.7,748694,1322580
798,80,8,528,8,61.0,748694,1322580
799,80,9,528,8,87.4,748694,1322580
800,80,10,528,8,125.0,748694,1322580
801,81,1,836,8,5.0,521879,6151711
802,81,2,836,8,7.1,521879,6151711
803,81,3,836,8,10.2,521879,6151711
804,81,4,836,8,14.6,521879,6151711
805,81,5,836,8,20.9,521879,6151711
806,81,6,836,8,29.9,521879,6151711
807,81,7,836,8,42.7,521879,6151711
808,81,8,836,8,61.0,521879,6151711
809,81,9,836,8,87.4,521879,6151711
810,81,10,836,8,125.0,521879,6151711
811,82,1,687,2,5.0,1029800,4329160
812,82,2,687,2,7.1,1029800,4329160
813,82,3,687,2,10.2,1029800,4329160
814,82,4,687,2,14.6,1029800,4329160
815,82,5,687,2,20.9,1029800,4329160
816,82,6,687,2,29.9,1029800,4329160
817,82,7,687,2,42.7,1029800,4329160
818,82,8,687,2,61.0,1029800,4329160
819,82,9,687,2,87.4,1029800,4329160
820,82,10,687,2,125.0,1029800,4329160
821,83,1,994,4,5.0,707499,5760580
822,83,2,994,4,7.1,707499,5760580
823,83,3,994,4,10.2,707499,5760580
824,83,4,994,4,14.6,707499,5760580
825,83,5,994,4,20.9,707499,5760580
826,83,6,994,4,29.9,707499,5760580
827,83,7,994,4,42.7,707499,5760580
828,83,8,994,4,61.0,707499,5760580
829,83,9,994,4,87.4,707499,5760580
830,83,10,994,4,125.0,707499,5760580
831,84,1,782,2,5.0,416203,7873062
832,84,2,782,2,7.1,416203,7873062
833,84,3,782,2,10.2,416203,7873062
834,84,4,782,2,14.6,416203,7873062
835,84,5,782,2,20.9,416203,7873062
836,84,6,782,2,29.9,416203,7873062
837,84,7,782,2,42.7,416203,7873062
838,84,8,782,2,61.0,416203,7873062
839,84,9,782,2,87.4,416203,7873062
840,84,10,782,2,125.0,416203,7873062
841,85,1,948,6,5.0,1102116,3964761
842,85,2,948,6,7.1,1102116,3964761
843,85,3,948,6,10.2,1102116,3964761
844,85,4,948,6,14.6,1102116,3964761
845,85,5,948,6,20.9,1102116,3964761
846,85,6,948,6,29.9,1102116,3964761
847,85,7,948,6,42.7,1102116,3964761
848,85,8,948,6,61.0,1102116,3964761
849,85,9,948,6,87.4,1102116,3964761
850,85,10,948,6,125.0,1102116,3964761
851,86,1,945,7,5.0,829011,2599119
852,86,2,945,7,7.1,829011,2599119
853,86,3,945,7,10.2,829011,2599119
854,86,4,945,7,14.6,829011,2599119
855,86,5,945,7,20.9,829011,2599119
856,86,6,945,7,29.9,829011,2599119
857,86,7,945,7,42.7,829011,2599119
858,86,8,945,7,61.0,829011,2599119
859,86,9,945,7,87.4,829011,2599119
860,86,10,945,7,125.0,829011,2599119
861,87,1,120,3,5.0,918714,2820493
862,87,2,120,3,7.1,918714,2820493
863,87,3,120,3,10.2,918714,2820493
864,87,4,120,3,14.6,918714,2820493
865,87,5,120,3,20.9,918714,2820493
866,87,6,120,3,29.9,918714,2820493
867,87,7,120,3,42.7,918714,2820493
868,87,8,120,3,61.0,918714,2820493
869,87,9,120,3,87.4,918714,2820493
870,87,10,120,3,125.0,918714,2820493
871,88,1,574,8,5.0,109802,874266
872,88,2,574,8,7.1,109802,874266
873,88,3,574,8,10.2,109802,874266
874,88,4,574,8,14.6,109802,874266
875,88,5,574,8,20.9,109802,874266
876,88,6,574,8,29.9,109802,874266
877,88,7,574,8,42.7,109802,874266
878,88,8,574,8,61.0,109802,874266
879,88,9,574,8,87.4,109802,874266
880,88,10,574,8,125.0,109802,874266
881,89,1,301,8,5.0,124793,3805108
882,89,2,301,8,7.1,124793,3805108
883,89,3,301,8,10.2,124793,3805108
884,89,4,301,8,14.6,124793,3805108
885,89,5,301,8,20.9,124793,3805108
886,89,6,301,8,29.9,124793,3805108
887,89,7,301,8,42.7,124793,3805108
888,89,8,301,8,61.0,124793,3805108
889,89,9,301,8,87.4,124793,3805108
890,89,10,301,8,125.0,124793,3805108
891,90,1,396,7,5.0,222489,4978659
892,90,2,396,7,7.1,222489,4978659
893,90,3,396,7,10.2,222489,4978659
894,90,4,396,7,14.6,222489,4978659
895,90,5,396,7,20.9,222489,4978659
896,90,6,396,7,29.9,222489,4978659
897,90,7,396,7,42.7,222489,4978659
898,90,8,396,7,61.0,222489,4978659
899,90,9,396,7,87.4,222489,4978659
900,90,10,396,7,125.0,222489,4978659
901,91,1,144,5,5.0,736515,7713830
902,91,2,144,5,7.1,736515,7713830
903,91,3,144,5,10.2,736515,7713830
904,91,4,144,5,14.6,736515,7713830
905,91,5,144,5,20.9,736515,7713830
906,91,6,144,5,29.9,736515,7713830
907,91,7,144,5,42.7,736515,7713830
908,91,8,144,5,61.0,736515,7713830
909,91,9,144,5,87.4,736515,7713830
910,91,10,144,5,125.0,736515,7713830
911,92,1,662,4,5.0,103542,6259861
912,92,2,662,4,7.1,103542,6259861
913,92,3,662,4,10.2,103542,6259861
914,92,4,662,4,14.6,103542,6259861
915,92,5,662,4,20.9,103542,6259861
916,92,6,662,4,29.9,103542,6259861
917,92,7,662,4,42.7,103542,6259861
918,92,8,662,4,61.0,103542,6259861
919,92,9,662,4,87.4,103542,6259861
920,92,10,662,4,125.0,103542,6259861
921,93,1,162,6,5.0,653866,7977897
922,93,2,162,6,7.1,653866,7977897
923,93,3,162,6,10.2,653866,7977897
924,93,4,162,6,14.6,653866,7977897
925,93,5,162,6,20.9,653866,7977897
926,93,6,162,6,29.9,653866,7977897
927,93,7,162,6,42.7,653866,7977897
928,93,8,162,6,61.0,653866,7977897
929,93,9,162,6,87.4,653866,7977897
930,93,10,162,6,125.0,653866,7977897
931,94,1,153,8,5.0,541337,1076629
932,94,2,153,8,7.1,541337,1076629
933,94,3,153,8,10.2,541337,1076629
934,94,4,153,8,14.6,541337,1076629
935,94,5,153,8,20.9,541337,1076629
936,94,6,153,8,29.9,541337,1076629
937,94,7,153,8,42.7,541337,1076629
938,94,8,153,8,61.0,541337,1076629
939,94,9,153,8,87.4,541337,1076629
940,94,10,153,8,125.0,541337,1076629
941,95,1,440,4,5.0,966243,3484389
942,95,2,440,4,7.1,966243,3484389
943,95,3,440,4,10.2,966243,3484389
944,95,4,440,4,14.6,966243,3484389
945,95,5,440,4,20.9,966243,3484389
946,95,6,440,4,29.9,966243,3484389
947,95,7,440,4,42.7,966243,3484389
948,95,8,440,4,61.0,966243,3484389
949,95,9,440,4,87.4,966243,3484389
950,95,10,440,4,125.0,966243,3484389
951,96,1,155,7,5.0,878853,2674948
952,96,2,155,7,7.1,878853,2674948
953,96,3,155,7,10.2,878853,2674948
954,96,4,155,7,14.6,878853,2674948
955,96,5,155,7,20.9,878853,2674948
956,96,6,155,7,29.9,878853,2674948
957,96,7,155,7,42.7,878853,2674948
958,96,8,155,7,61.0,878853,2674948
959,96,9,155,7,87.4,878853,2674948
960,96,10,155,7,125.0,878853,2674948
961,97,1,613,3,5.0,393902,2016547
962,97,2,613,3,7.1,393902,2016547
963,97,3,613,3,10.2,393902,2016547
964,97,4,613,3,14.6,393902,2016547
965,97,5,613,3,20.9,393902,2016547
966,97,6,613,3,29.9,393902,2016547
967,97,7,613,3,42.7,393902,2016547
968,97,8,613,3,61.0,393902,2016547
969,97,9,613,3,87.4,393902,2016547
970,97,10,613,3,125.0,393902,2016547
971,98,1,530,8,5.0,1098735,4618356
972,98,2,530,8,7.1,1098735,4618356
973,98,3,530,8,10.2,1098735,4618356
974,98,4,530,8,14.6,1098735,4618356
975,98,5,530,8,20.9,1098735,4618356
976,98,6,530,8,29.9,1098735,4618356
977,98,7,530,8,42.7,1098735,4618356
978,98,8,530,8,61.0,1098735,4618356
979,98,9,530,8,87.4,1098735,4618356
980,98,10,530,8,125.0,1098735,4618356
981,99,1,990,3,5.0,625697,7489363
982,99,2,990,3,7.1,625697,7489363
983,99,3,990,3,10.2,625697,7489363
984,99,4,990,3,14.6,625697,7489363
985,99,5,990,3,20.9,625697,7489363
986,99,6,990,3,29.9,625697,7489363
987,99,7,990,3,42.7,625697,7489363
988,99,8,990,3,61.0,625697,7489363
989,99,9,990,3,87.4,625697,7489363
990,99,10,990,3,125.0,625697,7489363
991,100,1,111,7,5.0,901370,2165039
992,100,2,111,7,7.1,901370,2165039
993,100,3,111,7,10.2,901370,2165039
994,100,4,111,7,14.6,901370,2165039
995,100,5,111,7,20.9,901370,2165039
996,100,6,111,7,29.9,901370,2165039
997,100,7,111,7,42.7,901370,2165039
998,100,8,111,7,61.0,901370,2165039
999,100,9,111,7,87.4,901370,2165039
1000,100,10,111,7,125.0,901370,2165039
1001,101,1,720,4,5.0,218275,4426223
1002,101,2,720,4,7.1,218275,4426223
1003,101,3,720,4,10.2,218275,4426223
1004,101,4,720,4,14.6,218275,4426223
1005,101,5,720,4,20.9,218275,4426223
1006,101,6,720,4,29.9,218275,4426223
1007,101,7,720,4,42.7,218275,4426223
1008,101,8,720,4,61.0,218275,4426223
1009,101,9,720,4,87.4,218275,4426223
1010,101,10,720,4,125.0,218275,4426223
1011,102,1,887,5,5.0,554442,3210555
1012,102,2,887,5,7.1,554442,3210555
1013,102,3,887,5,10.2,554442,3210555
1014,102,4,887,5,14.6,554442,3210555
1015,102,5,887,5,20.9,554442,3210555
1016,102,6,887,5,29.9,554442,3210555
1017,102,7,887,5,42.7,554442,3210555
1018,102,8,887,5,61.0,554442,3210555
1019,102,9,887,5,87.4,554442,3210555
1020,102,10,887,5,125.0,554442,3210555
1021,103,1,741,5,5.0,427985,6135317
1022,103,2,741,5,7.1,427985,6135317
1023,103,3,741,5,10.2,427985,6135317
1024,103,4,741,5,14.6,427985,6135317
1025,103,5,741,5,20.9,427985,6135317
1026,103,6,741,5,29.9,427985,6135317
1027,103,7,741,5,42.7,427985,6135317
1028,103,8,741,5,61.0,427985,6135317
1029,103,9,741,5,87.4,427985,6135317
1030,103,10,741,5,125.0,427985,6135317
1031,104,1,429,4,5.0,543574,3645522
1032,104,2,429,4,7.1,543574,3645522
1033,104,3,429,4,10.2,543574,3645522
1034,104,4,429,4,14.6,543574,3645522
1035,104,5,429,4,20.9,543574,3645522
1036,104,6,429,4,29.9,543574,3645522
1037,104,7,429,4,42.7,543574,3645522
1038,104,8,429,4,61.0,543574,3645522
1039,104,9,429,4,87.4,543574,3645522
1040,104,10,429,4,125.0,543574,3645522
1041,105,1,900,6,5.0,1105037,4657678
1042,105,2,900,6,7.1,1105037,4657678
1043,105,3,900,6,10.2,1105037,4657678
1044,105,4,900,6,14.6,1105037,4657678
1045,105,5,900,6,20.9,1105037,4657678
1046,105,6,900,6,29.9,1105037,4657678
1047,105,7,900,6,42.7,1105037,4657678
1048,105,8,900,6,61.0,1105037,4657678
1049,105,9,900,6,87.4,1105037,4657678
1050,105,10,900,6,125.0,1105037,4657678
1051,106,1,423,3,5.0,956458,1985502
1052,106,2,423,3,7.1,956458,1985502
1053,106,3,423,3,10.2,956458,1985502
1054,106,4,423,3,14.6,956458,1985502
1055,106,5,423,3,20.9,956458,1985502
1056,106,6,423,3,29.9,956458,1985502
1057,106,7,423,3,42.7,956458,1985502
1058,106,8,423,3,61.0,956458,1985502
1059,106,9,423,3,87.4,956458,1985502
1060,106,10,423,3,125.0,956458,1985502
1061,107,1,869,3,5.0,1071557,2325030
1062,107,2,869,3,7.1,1071557,2325030
1063,107,3,869,3,10.2,1071557,2325030
1064,107,4,869,3,14.6,1071557,2325030
1065,107,5,869,3,20.9,1071557,2325030
1066,107,6,869,3,29.9,1071557,2325030
1067,107,7,869,3,42.7,1071557,2325030
1068,107,8,869,3,61.0,1071557,2325030
1069,107,9,869,3,87.4,1071557,2325030
1070,107,10,869,3,125.0,1071557,2325030
1071,108,1,914,7,5.0,459582,798328
1072,108,2,914,7,7.1,459582,798328
1073,108,3,914,7,10.2,459582,798328
1074,108,4,914,7,14.6,459582,798328
1075,108,5,914,7,20.9,459582,798328
1076,108,6,914,7,29.9,459582,798328
1077,108,7,914,7,42.7,459582,798328
1078,108,8,914,7,61.0,459582,798328
1079,108,9,914,7,87.4,459582,798328
1080,108,10,914,7,125.0,459582,798328
1081,109,1,776,4,5.0,356555,4899302
1082,109,2,776,4,7.1,356555,4899302
1083,109,3,776,4,10.2,356555,4899302
1084,109,4,776,4,14.6,356555,4899302
1085,109,5,776,4,20.9,356555,4899302
1086,109,6,776,4,29.9,356555,4899302
1087,109,7,776,4,42.7,356555,4899302
1088,109,8,776,4,61.0,356555,4899302
1089,109,9,776,4,87.4,356555,4899302
1090,109,10,776,4,125.0,356555,4899302
1091,110,1,170,3,5.0,1079442,4649627
1092,110,2,170,3,7.1,1079442,4649627
1093,110,3,170,3,10.2,1079442,4649627
1094,110,4,170,3,14.6,1079442,4649627
1095,110,5,170,3,20.9,1079442,4649627
1096,110,6,170,3,29.9,1079442,4649627
1097,110,7,170,3,42.7,1079442,4649627
1098,110,8,170,3,61.0,1079442,4649627
1099,110,9,170,3,87.4,1079442,4649627
1100,110,10,170,3,125.0,1079442,4649627
1101,111,1,199,6,5.0,330337,6019297
1102,111,2,199,6,7.1,330337,6019297
1103,111,3,199,6,10.2,330337,6019297
1104,111,4,199,6,14.6,330337,6019297
1105,111,5,199,6,20.9,330337,6019297
1106,111,6,199,6,29.9,330337,6019297
1107,111,7,199,6,42.7,330337,6019297
1108,111,8,199,6,61.0,330337,6019297
1109,111,9,199,6,87.4,330337,6019297
1110,111,10,199,6,125.0,330337,6019297
1111,112,1,569,6,5.0,132204,7633868
1112,112,2,569,6,7.1,132204,7633868
1113,112,3,569,6,10.2,132204,7633868
1114,112,4,569,6,14.6,132204,7633868
1115,112,5,569,6,20.9,132204,7633868
1116,112,6,569,6,29.9,132204,7633868
1117,112,7,569,6,42.7,132204,7633868
1118,112,8,569,6,61.0,132204,7633868
1119,112,9,569,6,87.4,132204,7633868
1120,112,10,569,6,125.0,132204,7633868
1121,113,1,297,4,5.0,510042,7802290
1122,113,2,297,4,7.1,510042,7802290
1123,113,3,297,4,10.2,510042,7802290
1124,113,4,297,4,14.6,510042,7802290
1125,113,5,297,4,20.9,510042,7802290
1126,113,6,297,4,29.9,510042,7802290
1127,113,7,297,4,42.7,510042,7802290
1128,113,8,297,4,61.0,510042,7802290
1129,113,9,297,4,87.4,510042,7802290
1130,113,10,297,4,125.0,510042,7802290
1131,114,1,236,3,5.0,233308,2755253
1132,114,2,236,3,7.1,233308,2755253
1133,114,3,236,3,10.2,233308,2755253
1134,114,4,236,3,14.6,233308,2755253
1135,114,5,236,3,20.9,233308,2755253
1136,114,6,236,3,29.9,233308,2755253
1137,114,7,236,3,42.7,233308,2755253
1138,114,8,236,3,61.0,233308,2755253
1139,114,9,236,3,87.4,233308,2755253
1140,114,10,236,3,125.0,233308,2755253
1141,115,1,693,6,5.0,313310,3455741
1142,115,2,693,6,7.1,313310,3455741
1143,115,3,693,6,10.2,313310,3455741
1144,115,4,693,6,14.6,313310,3455741
1145,115,5,693,6,20.9,313310,3455741
1146,115,6,693,6,29.9,313310,3455741
1147,115,7,693,6,42.7,313310,3455741
1148,115,8,693,6,61.0,313310,3455741
1149,115,9,693,6,87.4,313310,3455741
1150,115,10,693,6,125.0,313310,3455741
1151,116,1,669,2,5.0,923356,530268
1152,116,2,669,2,7.1,923356,530268
1153,116,3,669,2,10.2,923356,530268
1154,116,4,669,2,14.6,923356,530268
1155,116,5,669,2,20.9,923356,530268
1156,116,6,669,2,29.9,923356,530268
1157,116,7,669,2,42.7,923356,530268
1158,116,8,669,2,61.0,923356,530268
1159,116,9,669,2,87.4,923356,530268
1160,116,10,669,2,125.0,923356,530268
1161,117,1,448,3,5.0,111694,7118183
1162,117,2,448,3,7.1,111694,7118183
1163,117,3,448,3,10.2,111694,7118183
1164,117,4,448,3,14.6,111694,7118183
1165,117,5,448,3,20.9,111694,7118183
1166,117,6,448,3,29.9,111694,7118183
1167,117,7,448,3,42.7,111694,7118183
1168,117,8,448,3,61.0,111694,7118183
1169,117,9,448,3,87.4,111694,7118183
1170,117,10,448,3,125.0,111694,7118183
1171,118,1,267,3,5.0,727643,6078227
1172,118,2,267,3,7.1,727643,6078227
1173,118,3,267,3,10.2,727643,6078227
1174,118,4,267,3,14.6,727643,6078227
1175,118,5,267,3,20.9,727643,6078227
1176,118,6,267,3,29.9,727643,6078227
1177,118,7,267,3,42.7,727643,6078227
1178,118,8,267,3,61.0,727643,6078227
1179,118,9,267,3,87.4,727643,6078227
1180,118,10,267,3,125.0,727643,6078227
1181,119,1,928,4,5.0,604298,3884319
1182,119,2,928,4,7.1,604298,3884319
1183,119,3,928,4,10.2,604298,3884319
1184,119,4,928,4,14.6,604298,3884319
1185,119,5,928,4,20.9,604298,3884319
1186,119,6,928,4,29.9,604298,3884319
1187,119,7,928,4,42.7,604298,3884319
1188,119,8,928,4,61.0,604298,3884319
1189,119,9,928,4,87.4,604298,3884319
1190,119,10,928,4,125.0,604298,3884319
1191,120,1,766,7,5.0,798663,7949417
1192,120,2,766,7,7.1,798663,7949417
1193,120,3,766,7,10.2,798663,7949417
1194,120,4,766,7,14.6,798663,7949417
1195,120,5,766,7,20.9,798663,7949417
1196,120,6,766,7,29.9,798663,7949417
1197,120,7,766,7,42.7,798663,7949417
1198,120,8,766,7,61.0,798663,7949417
1199,120,9,766,7,87.4,798663,7949417
1200,120,10,766,7,125.0,798663,7949417
1201,121,1,86,2,5.0,300907,2913285
1202,121,2,86,2,7.1,300907,2913285
1203,121,3,86,2,10.2,300907,2913285
1204,121,4,86,2,14.6,300907,2913285
1205,121,5,86,2,20.9,300907,2913285
1206,121,6,86,2,29.9,300907,2913285
1207,121,7,86,2,42.7,300907,2913285
1208,121,8,86,2,61.0,300907,2913285
1209,121,9,86,2,87.4,300907,2913285
1210,121,10,86,2,125.0,300907,2913285
1211,122,1,338,3,5.0,742603,5594567
1212,122,2,338,3,7.1,742603,5594567
1213,122,3,338,3,10.2,742603,5594567
1214,122,4,338,3,14.6,742603,5594567
1215,122,5,338,3,20.9,742603,5594567
1216,122,6,338,3,29.9,742603,5594567
1217,122,7,338,3,42.7,742603,5594567
1218,122,8,338,3,61.0,742603,5594567
1219,122,9,338,3,87.4,742603,5594567
1220,122,10,338,3,125.0,742603,5594567
1221,123,1,956,3,5.0,1118010,1467651
1222,123,2,956,3,7.1,1118010,1467651
1223,123,3,956,3,10.2,1118010,1467651
1224,123,4,956,3,14.6,1118010,1467651
1225,123,5,956,3,20.9,1118010,1467651
1226,123,6,956,3,29.9,1118010,1467651
1227,123,7,956,3,42.7,1118010,1467651
1228,123,8,956,3,61.0,1118010,1467651
1229,123,9,956,3,87.4,1118010,1467651
1230,123,10,956,3,125.0,1118010,1467651
1231,124,1,759,4,5.0,288973,5169495
1232,124,2,759,4,7.1,288973,5169495
1233,124,3,759,4,10.2,288973,5169495
1234,124,4,759,4,14.6,288973,5169495
1235,124,5,759,4,20.9,288973,5169495
1236,124,6,759,4,29.9,288973,5169495
1237,124,7,759,4,42.7,288973,5169495
1238,124,8,759,4,61.0,288973,5169495
1239,124,9,759,4,87.4,288973,5169495
1240,124,10,759,4,125.0,288973,5169495
1241,125,1,544,6,5.0,732235,1872344
1242,125,2,544,6,7.1,732235,1872344
1243,125,3,544,6,10.2,732235,1872344
1244,125,4,544,6,14.6,732235,1872344
1245,125,5,544,6,20.9,732235,1872344
1246,125,6,544,6,29.9,732235,1872344
1247,125,7,544,6,42.7,732235,1872344
1248,125,8,544,6,61.0,732235,1872344
1249,125,9,544,6,87.4,732235,1872344
1250,125,10,544,6,125.0,732235,1872344
1251,126,1,716,4,5.0,1135398,5288526
1252,126,2,716,4,7.1,1135398,5288526
1253,126,3,716,4,10.2,1135398,5288526
1254,126,4,716,4,14.6,1135398,5288526
1255,126,5,716,4,20.9,1135398,5288526
1256,126,6,716,4,29.9,1135398,5288526
1257,126,7,716,4,42.7,1135398,5288526
1258,126,8,716,4,61.0,1135398,5288526
1259,126,9,716,4,87.4,1135398,5288526
1260,126,10,716,4,125.0,1135398,5288526
1261,127,1,671,6,5.0,267508,2498978
1262,127,2,671,6,7.1,267508,2498978
1263,127,3,671,6,10.2,267508,2498978
1264,127,4,671,6,14.6,267508,2498978
1265,127,5,671,6,20.9,267508,2498978
1266,127,6,671,6,29.9,267508,2498978
1267,127,7,671,6,42.7,267508,2498978
1268,127,8,671,6,61.0,267508,2498978
1269,127,9,671,6,87.4,267508,2498978
1270,127,10,671,6,125.0,267508,2498978
1271,128,1,434,6,5.0,709298,6394202
1272,128,2,434,6,7.1,709298,6394202
1273,128,3,434,6,10.2,709298,6394202
1274,128,4,434,6,14.6,709298,6394202
1275,128,5,434,6,20.9,709298,6394202
1276,128,6,434,6,29.9,709298,6394202
1277,128,7,434,6,42.7,709298,6394202
1278,128,8,434,6,61.0,709298,6394202
1279,128,9,434,6,87.4,709298,6394202
1280,128,10,434,6,125.0,709298,6394202
1281,129,1,32,6,5.0,586809,1200154
1282,129,2,32,6,7.1,586809,1200154
1283,129,3,32,6,10.2,586809,1200154
1284,129,4,32,6,14.6,586809,1200154
1285,129,5,32,6,20.9,586809,1200154
1286,129,6,32,6,29.9,586809,1200154
1287,129,7,32,6,42.7,586809,1200154
1288,129,8,32,6,61.0,586809,1200154
1289,129,9,32,6,87.4,586809,1200154
1290,129,10,32,6,125.0,586809,1200154
1291,130,1,73,8,5.0,1137670,5324555
1292,130,2,73,8,7.1,1137670,5324555
1293,130,3,73,8,10.2,1137670,5324555
1294,130,4,73,8,14.6,1137670,5324555
1295,130,5,73,8,20.9,1137670,5324555
1296,130,6,73,8,29.9,1137670,5324555
1297,130,7,73,8,42.7,1137670,5324555
1298,130,8,73,8,61.0,1137670,5324555
1299,130,9,73,8,87.4,1137670,5324555
1300,130,10,73,8,125.0,1137670,5324555
1301,131,1,979,6,5.0,304275,4165351
1302,131,2,979,6,7.1,304275,4165351
1303,131,3,979,6,10.2,304275,4165351
