config_id,validator_count,node_degree,propagation_delay,block_creation_interval,max_block_size,attacker_hash_power,tie_breaking_parameter,number_of_attackers,attacker_hash_power_realized
348,82,81,6608,597,5,0.6826575220141373,0.03808605683073844,40,0.4878048780487805
349,817,153,15374,387,5,0.0,0.15959518944099246,0,0.0
350,711,150,13120,76,5,0.45673654134929176,0.9548296172973901,325,0.4571026722925457
351,57,56,16092,76,7,0.632339635812174,0.6983685387288979,27,0.47368421052631576
352,269,246,37306,1095,1,0.764655368833711,0.8749755140577867,131,0.48698884758364314
353,208,200,36863,623,5,0.8034307359558968,0.7936382311393558,101,0.4855769230769231
354,458,12,8123,330,6,0.8921789767577792,0.7216139496209213,224,0.4890829694323144
355,507,37,23266,563,1,0.6403028023928896,0.753082903836403,248,0.4891518737672584
356,345,191,20516,778,4,0.4240572655112804,0.17719572385019292,146,0.42318840579710143
357,206,189,30092,987,7,0.25,0.37236109848891075,52,0.2524271844660194
358,276,211,26677,893,3,0.8217156461750272,0.5826819918680592,135,0.4891304347826087
359,355,205,7124,955,6,0.0,0.07576110312814259,0,0.0
360,308,160,23916,506,5,0.5732854834658389,0.7655697375638434,150,0.487012987012987
361,99,98,13443,590,5,0.8412699144675257,0.9501731326803738,48,0.48484848484848486
362,316,62,24084,398,2,0.8865409523909342,0.39836160024141204,154,0.4873417721518987
363,900,65,20358,96,6,0.7858863714761728,0.33698561976136815,441,0.49
364,660,158,18590,111,6,0.5030683155142817,0.634477956854037,323,0.4893939393939394
365,533,222,36742,73,2,0.5400084502107585,0.9613222887287808,261,0.4896810506566604
366,861,160,13249,807,2,0.25,0.12061414681882829,215,0.2497096399535424
367,224,223,15888,689,2,0.6058600674019157,0.16367078436483595,109,0.48660714285714285
368,845,149,9813,1055,5,0.8268987504155196,0.7327601680396318,414,0.48994082840236686
369,352,228,32287,876,6,0.8301981917208974,0.3174730491436214,172,0.48863636363636365
370,915,238,32911,705,4,0.819725389163156,0.2633713041147402,448,0.4896174863387978
371,97,96,25931,176,3,0.6999213543844347,0.34982253101398425,47,0.4845360824742268
372,464,160,27519,754,4,0.6137879873135788,0.5891074999576774,227,0.4892241379310345
373,788,125,10211,487,7,0.686708287901554,0.03622670888374436,386,0.48984771573604063
374,244,237,30679,376,3,0.4825235251273914,0.03227822766295801,118,0.48360655737704916
375,476,137,28819,319,4,0.7460954459928866,0.45701878416897623,233,0.4894957983193277
376,942,91,37766,887,7,0.89428460081476,0.9210068702057056,461,0.4893842887473461
377,363,165,34069,628,3,0.7737070117133993,0.7016690244848365,177,0.48760330578512395
378,608,199,38140,280,8,0.8141925295065691,0.21223676555751428,297,0.48848684210526316
379,621,67,7259,135,3,0.5004117720036655,0.17552980576623867,304,0.4895330112721417
380,342,63,28947,962,4,0.8690516807002127,0.9815484496118675,167,0.48830409356725146
381,654,149,13040,706,6,0.0,0.5642096717644526,0,0.0
382,993,32,23142,957,1,0.7449893305086823,0.12305623857514102,486,0.48942598187311176
383,842,52,17255,134,3,0.0,0.6743988457649693,0,0.0
384,796,234,26563,636,8,0.0,0.5311265652215353,0,0.0
385,803,221,25647,802,4,0.7320985614391899,0.4771057488995123,393,0.48941469489414696
386,962,90,34265,880,4,0.5798357469021361,0.4276560792961259,471,0.4896049896049896
387,529,87,19071,356,2,0.7050780727750539,0.2476255221107693,259,0.4896030245746692
388,903,120,35747,985,7,0.25,0.7188585387877595,226,0.2502768549280177
389,473,214,8844,744,4,0.0,0.8126162406806661,0,0.0
390,978,158,12212,65,7,0.6614491600964163,0.32021419000927465,479,0.4897750511247444
391,272,225,7381,396,2,0.0,0.6676477234016538,0,0.0
392,482,201,35426,783,8,0.7518096326608097,0.1673424288043798,236,0.4896265560165975
393,331,142,29065,515,2,0.5611538895794224,0.2775494053224353,162,0.48942598187311176
394,362,139,21101,495,7,0.7837943893533734,0.6192472810530384,177,0.4889502762430939
395,349,177,12132,972,2,0.37875792973101546,0.5158550900528083,132,0.37822349570200575
396,906,50,11480,1040,2,0.8745735045590908,0.32351814576717136,443,0.488962472406181
397,951,62,20117,386,6,0.7210603714614676,0.40948051549582676,465,0.4889589905362776
398,132,131,18218,261,1,0.0,0.9366162298145883,0,0.0
399,258,122,11931,932,5,0.5521456657578225,0.526520337811923,126,0.4883720930232558
400,292,181,11287,428,1,0.0,0.11045920923363735,0,0.0
401,260,5,37349,720,7,0.5496573289390214,0.36734244017738854,127,0.48846153846153845
402,329,2,17075,555,5,0.8724290924059015,0.44876176182714606,161,0.48936170212765956
403,263,112,35050,1110,1,0.6383073624127658,0.16142438197007727,128,0.4866920152091255
404,558,79,17161,530,8,0.0,0.6475600131213455,0,0.0
405,712,210,34223,609,5,0.4942038500926091,0.40263231063133187,348,0.4887640449438202
406,117,70,34572,839,6,0.470498282409863,0.8191340035696604,55,0.4700854700854701
407,69,68,32549,1088,5,0.6283101076078084,0.5744649851680382,33,0.4782608695652174
408,515,243,33874,995,6,0.0,0.24327127684704877,0,0.0
409,226,225,30344,539,3,0.6038646035709982,0.7606433787831965,110,0.48672566371681414
410,534,118,38785,727,2,0.25,0.13592755533790937,134,0.250936329588015
411,568,155,14338,1069,4,0.0,0.5874508595130782,0,0.0
412,86,55,31271,682,2,0.5534304572410322,0.9328712146392817,42,0.4883720930232558
413,75,74,37970,963,5,0.7677736622980742,0.25589334983013334,36,0.48
414,735,115,25533,1063,7,0.5430356987504408,0.5463757540776258,360,0.4897959183673469
415,644,26,15761,1066,8,0.7222041033844933,0.4392417498778169,315,0.4891304347826087
416,575,125,30907,854,1,0.40642177163317394,0.3269927341496338,234,0.40695652173913044
417,413,95,22549,1132,8,0.439805497131168,0.29749338479858867,182,0.4406779661016949
418,581,25,36029,1074,4,0.6685513631602111,0.8868204200322883,284,0.48881239242685026
419,46,45,13176,106,3,0.6365093079590685,0.04774794731650674,22,0.4782608695652174
420,586,74,17791,841,1,0.7898238168734382,0.8168129688151156,287,0.48976109215017066
421,992,187,21788,668,5,0.5830144117530802,0.4853511886717168,486,0.4899193548387097
422,60,47,20913,420,4,0.5112760192580681,0.5081732377868758,29,0.48333333333333334
423,369,181,21982,1200,5,0.6155577665101194,0.4987879683586,180,0.4878048780487805
424,789,196,36342,698,2,0.6339160128315805,0.6655230671125685,386,0.4892268694550063
425,593,129,12487,587,7,0.4614067450596502,0.13898855060109175,274,0.4620573355817875
426,764,168,11544,1036,1,0.575633306228295,0.40144356569655726,374,0.4895287958115183
427,835,115,38522,896,4,0.8341417401565934,0.1853145727144901,409,0.48982035928143713
428,662,95,31896,351,1,0.25,0.3410542256356917,166,0.25075528700906347
429,944,156,23586,144,2,0.8794074776733698,0.7145191092904438,462,0.4894067796610169
430,336,207,31305,316,1,0.6884886922116706,0.5581948920615615,164,0.4880952380952381
431,784,175,7898,738,6,0.569666850397816,0.8021037046309704,384,0.4897959183673469
432,390,187,9343,825,7,0.653407904239093,0.6306571929516539,191,0.4897435897435897
433,172,97,31853,601,7,0.0,0.45842018803652884,0,0.0
434,510,197,7825,188,5,0.736735099689056,0.04999003006941106,249,0.48823529411764705
435,719,177,14518,673,7,0.7934223977528536,0.9825009700449234,352,0.48956884561891517
436,392,196,16251,149,4,0.8481433952960498,0.24473416474146475,192,0.4897959183673469
437,987,237,15839,216,4,0.0,0.6715688585793396,0,0.0
438,884,94,25833,684,4,0.25,0.9851079365615402,221,0.25
439,527,113,37612,127,6,0.0,0.5123684727768092,0,0.0
440,360,203,29889,570,7,0.0,0.3436247814144699,0,0.0
441,729,184,28659,243,7,0.899557214471941,0.7459781305577786,357,0.4897119341563786
442,851,100,36308,383,5,0.4451048318342724,0.6068391234055943,379,0.44535840188014103
443,734,250,23713,581,3,0.6936871303160208,0.8300935924509827,359,0.4891008174386921
444,132,131,8325,170,7,0.5971359359468772,0.5018793383628516,64,0.48484848484848486
445,168,166,7502,449,4,0.8710809717947072,0.3690974021633134,82,0.4880952380952381
446,697,57,32000,618,8,0.44296919295095877,0.4373352457299277,309,0.4433285509325681
447,649,192,22977,862,2,0.42183194031694893,0.20862220598402234,274,0.4221879815100154
448,195,180,12068,821,1,0.0,0.31126085678728643,0,0.0
449,455,172,39948,472,6,0.620517983417593,0.0814521876627879,222,0.4879120879120879
450,743,7,27093,88,2,0.7622129786169012,0.9576324158602878,364,0.4899057873485868
451,483,123,13863,760,7,0.4921355509625571,0.7038595332582266,236,0.4886128364389234
452,79,78,23832,822,1,0.0,0.07857015139420762,0,0.0
453,301,122,26058,604,7,0.6558116885293546,0.42002681784830187,147,0.4883720930232558
454,24,23,37857,756,8,0.8785375549599144,0.5975102905056126,11,0.4583333333333333
455,375,59,9653,775,2,0.7205567123571046,0.6118846146566672,183,0.488
456,569,22,14683,798,7,0.44192695874529725,0.07794628844614715,251,0.44112478031634444
457,672,169,22135,663,0,0.5176682609707093,0.8716913925625546,329,0.4895833333333333
458,398,17,36547,1136,1,0.0,0.5671665917938351,0,0.0
459,87,86,10922,735,6,0.8248182208700467,0.7464187023867991,42,0.4827586206896552
460,181,180,19257,142,0,0.6630071759312541,0.579338798891718,88,0.4861878453038674
461,666,63,32462,312,5,0.0,0.8056004101386838,0,0.0
462,135,134,8210,903,4,0.3900275567783297,0.5989345191453243,53,0.3925925925925926
463,253,190,10568,324,2,0.4529490871511856,0.6922034991096437,115,0.45454545454545453
464,305,52,27758,792,8,0.6970080231491714,0.9263961863330185,149,0.4885245901639344
465,334,247,14041,371,0,0.8320803325255455,0.42992537941519415,163,0.4880239520958084
466,221,220,12643,866,5,0.6061505172344377,0.8626077672847741,108,0.48868778280542985
467,96,6,26321,650,2,0.0,0.23628807498237264,0,0.0
468,753,148,35605,287,4,0.5405450936117997,0.06836037778362862,368,0.48871181938911024
469,776,41,37433,119,6,0.6731529460431392,0.2594487298978333,380,0.4896907216494845
470,623,230,33366,435,4,0.4280737592329147,0.2991332521670812,267,0.42857142857142855
471,524,168,36477,572,3,0.0,0.3144874115565931,0,0.0
472,608,171,30015,1088,6,0.843641685285367,0.09600118214922466,297,0.48848684210526316
473,947,21,27062,885,5,0.5920818456005668,0.5638789430983469,464,0.48996832101372756
474,349,29,39155,851,2,0.45936755537673146,0.6956509257367465,160,0.4584527220630373
475,426,193,28450,686,1,0.0,0.41792010706876476,0,0.0
476,840,169,18369,812,7,0.6074781960946753,0.10545005825232576,411,0.48928571428571427
477,265,208,11228,606,8,0.4675636223651497,0.7394153235457805,124,0.4679245283018868
478,176,157,25138,1125,0,0.49749580664546733,0.462656224828469,86,0.48863636363636365
479,297,51,30568,162,2,0.25,0.44392255479754206,74,0.24915824915824916
480,479,132,30529,510,1,0.0,0.06414862666252655,0,0.0
481,160,120,13795,966,3,0.8000272040313252,0.0906119099736277,78,0.4875
482,452,90,8534,871,5,0.5978027704749221,0.14609691561369942,221,0.4889380530973451
483,648,148,34706,440,0,0.0,0.8994265121980416,0,0.0
484,122,24,19459,960,4,0.5208781114960093,0.46811094066829473,59,0.48360655737704916
485,605,67,25921,1146,6,0.759951226309608,0.9423958804260285,296,0.48925619834710743
486,280,2,11183,711,1,0.7669036416185573,0.02433115449569769,137,0.48928571428571427
487,950,37,11850,225,7,0.4778568094479971,0.026988048992177736,454,0.47789473684210526
488,492,48,10645,544,5,0.46558068251361545,0.22367425699889087,229,0.4654471544715447
489,199,47,9507,491,2,0.0,0.1286889645233139,0,0.0
490,996,29,24318,641,4,0.0,0.24910350877349127,0,0.0
491,247,96,21174,750,7,0.25,0.18847037599877775,62,0.25101214574898784
492,241,12,14902,335,4,0.7181422868336937,0.28051656717896056,118,0.4896265560165975
493,791,186,19933,847,3,0.0,0.7892894369208945,0,0.0
494,398,56,13568,63,2,0.25,0.40598537108741395,100,0.25125628140703515
495,55,54,26838,1027,4,0.3843965209783192,0.8064973524484174,21,0.38181818181818183
496,277,133,35174,1084,4,0.0,0.5348249610148883,0,0.0
497,628,19,16915,565,1,0.25,0.30813577948036924,157,0.25
498,427,9,13473,179,0,0.4020200265694488,0.36454043846591244,172,0.4028103044496487
499,486,15,19392,358,5,0.506296488195976,0.14167364368587174,238,0.4897119341563786
500,33,30,33915,845,0,0.8808138443694316,0.42429159498661,16,0.48484848484848486
